OID_,Value,Count,Clip_bps_220,Clip_evt_230,BPS_MODEL,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
6190,6190,96.000000000000000,1898,7976,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
6191,6191,22.000000000000000,1903,7295,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
6192,6192,3.000000000000000,1898,7970,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Eastern Cool Temperate Orchard,Agricultural
6193,6193,17025.000000000000000,1905,7974,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Row Crop,Agricultural
6194,6194,10822.000000000000000,1905,7975,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
6195,6195,5723.000000000000000,1905,9315,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
6196,6196,5076.000000000000000,1905,7370,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Appalachian Hemlock Forest,Conifer
6197,6197,11755.000000000000000,1905,9178,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
6198,6198,3252.000000000000000,1905,7481,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
6199,6199,20.000000000000000,1908,7972,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Eastern Cool Temperate Bush fruit and berries,Agricultural
6200,6200,45.000000000000000,1893,7928,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Eastern Cool Temperate Developed Shrubland,Developed
6201,6201,4534.000000000000000,1893,7512,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Appalachian (Hemlock)-Northern Hardwood Forest,Conifer-Hardwood
6202,6202,1022.000000000000000,1905,7978,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Wheat,Agricultural
6203,6203,252.000000000000000,1893,7927,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Eastern Cool Temperate Developed Mixed Forest,Developed
6204,6204,217.000000000000000,1908,9202,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Northern Great Lakes Coastal Marsh,Riparian
6205,6205,2710.000000000000000,1905,7976,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
6206,6206,493.000000000000000,1905,7302,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
6207,6207,215.000000000000000,1905,7906,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
6208,6208,487.000000000000000,1905,7907,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
6209,6209,1201.000000000000000,1905,7908,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
6210,6210,10648.000000000000000,1895,7971,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Eastern Cool Temperate Vineyard,Agricultural
6211,6211,73.000000000000000,1908,9176,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,North-Central Appalachian Seepage Fen,Riparian
6212,6212,1047.000000000000000,1905,7303,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northeastern Interior Dry-Mesic Oak Forest,Hardwood
6213,6213,1690.000000000000000,1907,9560,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Central Appalachian Stream and Riparian Shrubland,Riparian
6214,6214,32.000000000000000,1905,7366,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer
6215,6215,4.000000000000000,1905,7362,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
6216,6216,348.000000000000000,1905,7905,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
6217,6217,6753.000000000000000,1905,9312,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
6218,6218,305.000000000000000,1905,7927,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
6219,6219,6673.000000000000000,1905,9174,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Appalachian Acidic Swamp,Riparian
6220,6220,8076.000000000000000,1905,9177,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6221,6221,437.000000000000000,1905,9114,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Alkaline Fen,Riparian
6222,6222,406.000000000000000,1905,9317,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
6223,6223,876.000000000000000,1905,7296,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-Low Intensity,Developed-Low Intensity
6224,6224,101.000000000000000,1905,7925,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
6225,6225,5337.000000000000000,1905,7511,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Appalachian Northern Hardwood Forest,Hardwood
6226,6226,17.000000000000000,1900,7241,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6227,6227,3.000000000000000,1896,7362,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
6228,6228,5.000000000000000,1900,7362,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
6229,6229,23.000000000000000,1896,7240,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Laurentian-Acadian Hardwood Forest,Hardwood
6230,6230,1.000000000000000,1956,9560,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,Central Appalachian Stream and Riparian Shrubland,Riparian
6231,6231,1100.000000000000000,1905,9817,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
6232,6232,261.000000000000000,1905,7926,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
6233,6233,72.000000000000000,1893,7929,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Eastern Cool Temperate Developed Herbaceous,Developed
6234,6234,79.000000000000000,1905,9176,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Appalachian Seepage Fen,Riparian
6235,6235,1.000000000000000,1894,7239,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
6236,6236,213.000000000000000,1905,9117,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
6237,6237,438.000000000000000,1905,9677,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
6238,6238,687.000000000000000,1905,9118,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian
6239,6239,36.000000000000000,1905,9185,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern Appalachian-Acadian Conifer-Hardwood Acidic Swamp,Riparian
6240,6240,1221.000000000000000,1905,9120,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Wet Meadow,Riparian
6241,6241,221.000000000000000,1905,7973,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
6242,6242,132.000000000000000,1905,9620,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Shrub Swamp,Riparian
6243,6243,2499.000000000000000,1905,7512,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Appalachian (Hemlock)-Northern Hardwood Forest,Conifer-Hardwood
6244,6244,2.000000000000000,1894,9185,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Northern Appalachian-Acadian Conifer-Hardwood Acidic Swamp,Riparian
6245,6245,9.000000000000000,1894,9176,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,North-Central Appalachian Seepage Fen,Riparian
6246,6246,40.000000000000000,1894,9314,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
6247,6247,315.000000000000000,1905,7297,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
6248,6248,33.000000000000000,1894,7241,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6249,6249,444.000000000000000,1905,7909,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
6250,6250,616.000000000000000,1890,9560,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Central Appalachian Stream and Riparian Shrubland,Riparian
6251,6251,419.000000000000000,1905,9060,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Central Appalachian Stream and Riparian Woodland,Riparian
6252,6252,9422.000000000000000,1902,9315,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
6253,6253,34860.000000000000000,1902,7977,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
6254,6254,11698.000000000000000,1902,7511,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Appalachian Northern Hardwood Forest,Hardwood
6255,6255,80.000000000000000,1894,7970,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Eastern Cool Temperate Orchard,Agricultural
6256,6256,3.000000000000000,1905,7241,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6257,6257,122.000000000000000,1905,7929,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
6258,6258,106.000000000000000,1905,7298,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-High Intensity,Developed-High Intensity
6259,6259,28.000000000000000,1894,9318,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6260,6260,3858.000000000000000,1578,9178,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
6261,6261,169.000000000000000,1578,9180,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior Freshwater Marsh,Riparian
6262,6262,1512.000000000000000,1582,7927,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
6263,6263,10939.000000000000000,1582,9183,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Shrub Swamp,Riparian
6264,6264,2104.000000000000000,1582,7302,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Northern Hardwoods Forest,Hardwood
6265,6265,2420.000000000000000,1582,7908,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
6266,6266,1108.000000000000000,1582,7929,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
6267,6267,8106.000000000000000,1582,7481,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
6268,6268,2.000000000000000,1563,7412,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6269,6269,510.000000000000000,1566,7421,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,Central Tallgrass Prairie,Grassland
6270,6270,23019.000000000000000,1582,7974,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
6271,6271,167.000000000000000,1563,7421,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Central Tallgrass Prairie,Grassland
6272,6272,8150.000000000000000,1582,7976,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
6273,6273,4374.000000000000000,1582,9314,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
6274,6274,5411.000000000000000,1582,7975,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
6275,6275,1488.000000000000000,1582,7978,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Wheat,Agricultural
6276,6276,8806.000000000000000,1582,7977,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
6277,6277,4647.000000000000000,1582,9315,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
6278,6278,45880.000000000000000,1582,7314,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood
6279,6279,3773.000000000000000,1582,7925,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
6280,6280,214020.000000000000000,1582,9178,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
6281,6281,22045.000000000000000,1582,9180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
6282,6282,4923.000000000000000,1582,7299,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Developed-Roads,Developed-Roads
6283,6283,940.000000000000000,1582,7907,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
6284,6284,1743.000000000000000,1582,7297,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
6285,6285,556.000000000000000,1575,9683,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Wet Meadow,Riparian
6286,6286,27009.000000000000000,1582,9683,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Wet Meadow,Riparian
6287,6287,3389.000000000000000,1582,9318,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6288,6288,34067.000000000000000,1582,9179,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
6289,6289,23034.000000000000000,1582,7310,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
6290,6290,2042.000000000000000,1582,7311,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6291,6291,10526.000000000000000,1582,9817,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
6292,6292,834.000000000000000,1576,7973,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
6293,6293,8221.000000000000000,1618,7972,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Bush fruit and berries,Agricultural
6294,6294,2.000000000000000,1614,9682,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
6295,6295,279482.000000000000000,1618,7311,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6296,6296,3.000000000000000,1636,9601,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Great Lakes Dune Grassland,Grassland
6297,6297,3218.000000000000000,1638,9318,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6298,6298,2.000000000000000,1634,9183,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,North-Central Interior Shrub Swamp,Riparian
6299,6299,568.000000000000000,1641,7311,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6300,6300,175.000000000000000,1621,9183,13442_51,Boreal Jack Pine-Black Spruce Forest-Spruce-Fir,Conifer,North-Central Interior Shrub Swamp,Riparian
6301,6301,1044.000000000000000,1639,7412,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
6302,6302,37.000000000000000,1630,7238,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
6303,6303,8623.000000000000000,1617,9683,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Wet Meadow,Riparian
6304,6304,9177.000000000000000,1630,7311,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6305,6305,6647.000000000000000,1618,9314,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
6306,6306,1470.000000000000000,1615,7395,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Oak Barrens Woodland,Hardwood
6307,6307,230.000000000000000,1615,9683,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Wet Meadow,Riparian
6308,6308,106.000000000000000,1615,9180,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Freshwater Marsh,Riparian
6309,6309,303.000000000000000,1615,9177,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6310,6310,7.000000000000000,1617,9118,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Freshwater Marsh,Riparian
6311,6311,591.000000000000000,1615,9179,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Floodplain Forest,Riparian
6312,6312,14088.000000000000000,1617,9318,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6313,6313,4272.000000000000000,1615,9178,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
6314,6314,25.000000000000000,1640,7311,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6315,6315,1.000000000000000,1630,7241,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood
6316,6316,24.000000000000000,1636,7290,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,North-Central Oak Barrens Herbaceous,Grassland
6317,6317,122158.000000000000000,1638,9179,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
6318,6318,843.000000000000000,1618,7928,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Shrubland,Developed
6319,6319,14.000000000000000,1618,9118,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Freshwater Marsh,Riparian
6320,6320,16449.000000000000000,1618,7395,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Woodland,Hardwood
6321,6321,42.000000000000000,1615,7290,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
6322,6322,3110.000000000000000,1618,9683,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Wet Meadow,Riparian
6323,6323,871.000000000000000,1626,9318,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6324,6324,1599.000000000000000,1626,9317,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
6325,6325,418.000000000000000,1635,7394,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Oak Savanna,Hardwood
6326,6326,19.000000000000000,1624,7395,13652_51,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,North-Central Oak Barrens Woodland,Hardwood
6327,6327,21147.000000000000000,1626,7311,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
6328,6328,5041.000000000000000,1626,7395,13940_50_51,North-Central Interior Oak Savanna,Hardwood,North-Central Oak Barrens Woodland,Hardwood
6329,6329,279.000000000000000,1619,9682,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
6330,6330,1498.000000000000000,1626,7927,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
6331,6331,1250.000000000000000,1626,7970,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Orchard,Agricultural
6332,6332,7313.000000000000000,1618,9318,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
6333,6333,112.000000000000000,1617,7518,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Wet Flatwoods,Riparian
6334,6334,1077.000000000000000,1619,7411,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian
6335,6335,64.000000000000000,1630,9203,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,Northern Great Lakes Interdunal Wetland,Riparian
6336,6336,864.000000000000000,1638,9679,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
6337,6337,22.000000000000000,1630,9177,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6338,6338,185.000000000000000,1641,9183,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Shrub Swamp,Riparian
6339,6339,156.000000000000000,1641,9177,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
6340,6340,22.000000000000000,1897,7971,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Eastern Cool Temperate Vineyard,Agricultural
6341,6341,870.000000000000000,1898,7370,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Appalachian Hemlock Forest,Conifer
6342,6342,55.000000000000000,1905,9314,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
6343,6343,85.000000000000000,1905,7928,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
6344,6344,29.000000000000000,1905,7971,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Vineyard,Agricultural
6345,6345,66.000000000000000,1905,9318,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
