OID_,Value,Count,Clip_bps_220,Clip_scls_230,BPS_MODEL,BPS_NAME,GROUPVEG,LABEL
455,455,17786.000000000000000,1564,120,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed
456,456,23331.000000000000000,1564,5,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,E
457,457,35.000000000000000,1564,4,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,D
458,458,541.000000000000000,1562,132,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Barren or Sparse
459,459,14738.000000000000000,1564,7,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UE
460,460,101437.000000000000000,1569,120,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Developed
461,461,33.000000000000000,1577,1,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,A
462,462,11041.000000000000000,1576,6,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,UN
463,463,65952.000000000000000,1576,120,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Developed
464,464,218311.000000000000000,1586,4,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,D
465,465,131164.000000000000000,1586,6,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UN
466,466,15307.000000000000000,1576,7,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,UE
467,467,260113.000000000000000,1576,180,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,Agriculture
468,468,4731.000000000000000,1569,2,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,B
469,469,2741.000000000000000,1575,120,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed
470,470,12722.000000000000000,1575,6,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UN
471,471,6109.000000000000000,1575,7,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UE
472,472,16672.000000000000000,1575,180,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Agriculture
473,473,213.000000000000000,1561,1,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,A
474,474,74.000000000000000,1581,132,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,Barren or Sparse
475,475,2367.000000000000000,1576,1,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,A
476,476,1184.000000000000000,1569,3,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,C
477,477,74.000000000000000,1576,3,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,C
478,478,369992.000000000000000,1580,3,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,C
479,479,205278.000000000000000,1580,6,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UN
480,480,346961.000000000000000,1569,180,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Agriculture
481,481,22194.000000000000000,1586,2,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,B
482,482,9823.000000000000000,1960,7,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,UE
483,483,91.000000000000000,1962,2,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,B
484,484,15268.000000000000000,1950,1,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,A
485,485,3795.000000000000000,1960,120,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Developed
486,486,572.000000000000000,1962,120,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Developed
487,487,7243.000000000000000,1947,3,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,C
488,488,312994.000000000000000,1946,180,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Agriculture
489,489,1156.000000000000000,1964,1,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,A
490,490,86300.000000000000000,1959,4,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,D
491,491,16736.000000000000000,1959,7,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,UE
492,492,262.000000000000000,1958,132,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Barren or Sparse
493,493,9.000000000000000,1958,4,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,D
494,494,4770.000000000000000,1945,4,13540_64_66,Northeastern Interior Pine Barrens,Conifer,D
495,495,2057.000000000000000,1945,3,13540_64_66,Northeastern Interior Pine Barrens,Conifer,C
496,496,11808.000000000000000,1945,180,13540_64_66,Northeastern Interior Pine Barrens,Conifer,Agriculture
497,497,7548.000000000000000,1945,120,13540_64_66,Northeastern Interior Pine Barrens,Conifer,Developed
498,498,4637.000000000000000,1945,7,13540_64_66,Northeastern Interior Pine Barrens,Conifer,UE
499,499,19037.000000000000000,1945,5,13540_64_66,Northeastern Interior Pine Barrens,Conifer,E
500,500,3877.000000000000000,1603,6,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UN
501,501,1403.000000000000000,1603,7,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,UE
502,502,160.000000000000000,1603,120,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed
503,503,69.000000000000000,1603,180,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Agriculture
504,504,63011.000000000000000,1569,7,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,UE
505,505,2.000000000000000,1577,2,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,B
506,506,7346.000000000000000,1580,120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Developed
507,507,5331.000000000000000,1586,120,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Developed
508,508,4814.000000000000000,1580,2,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,B
509,509,4360.000000000000000,1569,1,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,A
510,510,9143.000000000000000,1586,7,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,UE
511,511,9182.000000000000000,1580,7,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,UE
512,512,349817.000000000000000,1563,120,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed
513,513,58096.000000000000000,1563,7,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UE
514,514,1376.000000000000000,1563,5,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,E
515,515,5.000000000000000,1568,2,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,B
516,516,74682.000000000000000,1563,4,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,D
517,517,128.000000000000000,1575,2,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,B
518,518,716.000000000000000,1586,3,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,C
519,519,4248.000000000000000,1580,180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Agriculture
520,520,27561.000000000000000,1586,180,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Agriculture
521,521,17979.000000000000000,1959,3,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,C
522,522,694.000000000000000,1946,132,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Barren or Sparse
523,523,56843.000000000000000,1959,6,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,UN
524,524,5849.000000000000000,1950,180,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Agriculture
525,525,3894.000000000000000,1959,120,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Developed
526,526,2284.000000000000000,1959,180,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Agriculture
527,527,1347.000000000000000,1945,6,13540_64_66,Northeastern Interior Pine Barrens,Conifer,UN
528,528,234.000000000000000,1945,2,13540_64_66,Northeastern Interior Pine Barrens,Conifer,B
529,529,5231.000000000000000,1959,1,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,A
530,530,39.000000000000000,1948,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Barren or Sparse
531,531,2931.000000000000000,1959,2,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,B
532,532,154.000000000000000,1583,132,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Barren or Sparse
533,533,6.000000000000000,1568,132,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,Barren or Sparse
534,534,154.000000000000000,1569,132,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Barren or Sparse
535,535,71.000000000000000,1586,1,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,A
536,536,862.000000000000000,2726,132,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,Barren or Sparse
537,537,111.000000000000000,1633,132,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,Barren or Sparse
538,538,18.000000000000000,1960,1,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,A
539,539,27.000000000000000,1959,5,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,E
540,540,356.000000000000000,1963,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,Barren or Sparse
541,541,7.000000000000000,1960,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Barren or Sparse
542,542,73.000000000000000,1943,4,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D
543,543,8.000000000000000,1586,132,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,Barren or Sparse
544,544,175.000000000000000,1945,132,13540_64_66,Northeastern Interior Pine Barrens,Conifer,Barren or Sparse
545,545,2.000000000000000,1963,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,C
546,546,19.000000000000000,1946,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,D
547,547,834.000000000000000,1947,132,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,Barren or Sparse
548,548,1312.000000000000000,1952,3,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,C
549,549,209.000000000000000,1952,4,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,D
550,550,1287.000000000000000,1952,6,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,UN
551,551,577755.000000000000000,1573,3,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,C
552,552,14.000000000000000,1580,1,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,A
553,553,106524.000000000000000,1573,180,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Agriculture
554,554,66575.000000000000000,1573,7,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,UE
555,555,24405.000000000000000,1584,180,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Agriculture
556,556,749466.000000000000000,1951,2,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,B
557,557,1224759.000000000000000,1951,3,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,C
558,558,45438.000000000000000,1951,1,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,A
559,559,56971.000000000000000,1951,7,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,UE
560,560,46892.000000000000000,1951,6,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,UN
561,561,10.000000000000000,1945,1,13540_64_66,Northeastern Interior Pine Barrens,Conifer,A
562,562,44155.000000000000000,1951,120,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,Developed
563,563,33656.000000000000000,1953,6,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,UN
564,564,462.000000000000000,1953,7,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,UE
565,565,7528.000000000000000,1951,180,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,Agriculture
566,566,122103.000000000000000,1573,120,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Developed
567,567,3649.000000000000000,1573,1,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,A
568,568,1040.000000000000000,1573,2,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,B
569,569,135960.000000000000000,1578,3,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,C
570,570,13828.000000000000000,1578,120,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,Developed
571,571,3760.000000000000000,1578,4,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,D
572,572,4405.000000000000000,1578,1,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,A
573,573,12243.000000000000000,1578,7,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,UE
574,574,10892.000000000000000,1578,180,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,Agriculture
575,575,549732.000000000000000,1618,4,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,D
576,576,201192.000000000000000,1618,3,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,C
577,577,36.000000000000000,1950,132,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,Barren or Sparse
578,578,5.000000000000000,1964,132,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,Barren or Sparse
579,579,2.000000000000000,1952,132,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Barren or Sparse
580,580,239.000000000000000,1952,180,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Agriculture
581,581,230578.000000000000000,1949,2,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,B
582,582,79123.000000000000000,1949,3,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,C
583,583,28208.000000000000000,1563,3,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,C
584,584,824602.000000000000000,1570,120,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Developed
585,585,365752.000000000000000,1563,180,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Agriculture
586,586,1480641.000000000000000,1618,180,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Agriculture
587,587,667109.000000000000000,1618,120,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed
588,588,311646.000000000000000,1618,7,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,UE
589,589,2870.000000000000000,1618,2,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,B
590,590,4.000000000000000,1948,4,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,D
591,591,77.000000000000000,1958,1,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,A
592,592,377.000000000000000,1573,132,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,Barren or Sparse
593,593,49096.000000000000000,1564,180,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Agriculture
594,594,925.000000000000000,1564,132,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Barren or Sparse
595,595,87.000000000000000,1957,132,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,Barren or Sparse
596,596,4.000000000000000,1953,180,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,Agriculture
597,597,1.000000000000000,1951,4,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,D
598,598,1.000000000000000,1951,5,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,E
599,599,837.000000000000000,1584,1,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,A
600,600,822.000000000000000,1578,2,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,B
601,601,1.000000000000000,1959,132,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Barren or Sparse
602,602,89.000000000000000,1952,2,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,B
603,603,727213.000000000000000,1570,4,13940_50_51,North-Central Interior Oak Savanna,Hardwood,D
604,604,486709.000000000000000,1570,3,13940_50_51,North-Central Interior Oak Savanna,Hardwood,C
605,605,90020.000000000000000,1570,1,13940_50_51,North-Central Interior Oak Savanna,Hardwood,A
606,606,25916.000000000000000,1574,3,14090_50_64,Great Lakes Alvar,Conifer,C
607,607,28222.000000000000000,1574,180,14090_50_64,Great Lakes Alvar,Conifer,Agriculture
608,608,12498.000000000000000,1574,120,14090_50_64,Great Lakes Alvar,Conifer,Developed
609,609,2369.000000000000000,1574,7,14090_50_64,Great Lakes Alvar,Conifer,UE
610,610,647.000000000000000,1574,6,14090_50_64,Great Lakes Alvar,Conifer,UN
611,611,4.000000000000000,1954,4,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,D
612,612,1.000000000000000,1954,1,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,A
613,613,1.000000000000000,1954,7,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,UE
614,614,1.000000000000000,1954,180,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,Agriculture
615,615,3.000000000000000,1954,120,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,Developed
616,616,9.000000000000000,1951,132,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,Barren or Sparse
617,617,7.000000000000000,1962,3,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,C
618,618,4.000000000000000,1950,5,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,E
619,619,4.000000000000000,1950,4,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,D
620,620,667368.000000000000000,1570,7,13940_50_51,North-Central Interior Oak Savanna,Hardwood,UE
621,621,14.000000000000000,1573,4,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,D
622,622,156.000000000000000,1574,132,14090_50_64,Great Lakes Alvar,Conifer,Barren or Sparse
623,623,25.000000000000000,1574,1,14090_50_64,Great Lakes Alvar,Conifer,A
624,624,1075129.000000000000000,1617,4,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,D
625,625,24174.000000000000000,1617,5,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,E
626,626,467821.000000000000000,1617,3,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,C
627,627,664701.000000000000000,1617,7,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,UE
628,628,4495052.000000000000000,1617,180,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Agriculture
629,629,133.000000000000000,1636,132,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,Barren or Sparse
630,630,5151.000000000000000,1955,180,14090_50_64,Great Lakes Alvar,Conifer,Agriculture
631,631,2062.000000000000000,1955,6,14090_50_64,Great Lakes Alvar,Conifer,UN
632,632,532.000000000000000,1955,2,14090_50_64,Great Lakes Alvar,Conifer,B
633,633,4322.000000000000000,1955,1,14090_50_64,Great Lakes Alvar,Conifer,A
634,634,1040.000000000000000,1955,3,14090_50_64,Great Lakes Alvar,Conifer,C
635,635,155.000000000000000,1955,7,14090_50_64,Great Lakes Alvar,Conifer,UE
636,636,239.000000000000000,1955,120,14090_50_64,Great Lakes Alvar,Conifer,Developed
637,637,1026.000000000000000,1952,7,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,UE
638,638,2.000000000000000,1953,120,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,Developed
639,639,7.000000000000000,1574,2,14090_50_64,Great Lakes Alvar,Conifer,B
640,640,2.000000000000000,1955,132,14090_50_64,Great Lakes Alvar,Conifer,Barren or Sparse
641,641,207664.000000000000000,1949,180,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Agriculture
642,642,88022.000000000000000,1949,120,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,Developed
643,643,141367.000000000000000,1949,7,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UE
644,644,22732.000000000000000,1949,6,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,UN
645,645,24.000000000000000,1952,120,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,Developed
646,646,215986.000000000000000,1571,3,13950_50,North-Central Oak Barrens,Hardwood,C
647,647,369046.000000000000000,1571,180,13950_50,North-Central Oak Barrens,Hardwood,Agriculture
648,648,164360.000000000000000,1571,4,13950_50,North-Central Oak Barrens,Hardwood,D
649,649,180714.000000000000000,1571,7,13950_50,North-Central Oak Barrens,Hardwood,UE
650,650,116261.000000000000000,1571,120,13950_50,North-Central Oak Barrens,Hardwood,Developed
651,651,2888898.000000000000000,1570,180,13940_50_51,North-Central Interior Oak Savanna,Hardwood,Agriculture
652,652,9.000000000000000,1634,132,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,Barren or Sparse
653,653,8241.000000000000000,1618,1,13110_51,North-Central Interior Dry Oak Forest and Woodland,Hardwood,A
654,654,320790.000000000000000,1890,2,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B
655,655,703543.000000000000000,1890,6,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UN
656,656,2512042.000000000000000,1890,5,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,E
657,657,7331332.000000000000000,1890,180,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Agriculture
658,658,1832240.000000000000000,1890,7,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,UE
659,659,29159.000000000000000,1890,1,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A
660,660,24788.000000000000000,1906,7,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UE
661,661,18964.000000000000000,1895,1,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,A
662,662,68073.000000000000000,1895,7,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,UE
663,663,284029.000000000000000,1895,180,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Agriculture
664,664,10227.000000000000000,1903,7,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,UE
665,665,7678.000000000000000,1903,6,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,UN
666,666,10148.000000000000000,1903,180,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Agriculture
667,667,2708810.000000000000000,1890,120,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Developed
668,668,230046.000000000000000,1906,180,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Agriculture
669,669,3806.000000000000000,1903,3,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,C
670,670,574861.000000000000000,1904,7,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,UE
671,671,1757.000000000000000,1903,2,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,B
672,672,19179.000000000000000,1906,2,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,B
673,673,13706.000000000000000,1903,4,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,D
674,674,21545.000000000000000,1906,6,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,UN
675,675,549.000000000000000,1906,3,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,C
676,676,1988422.000000000000000,1904,3,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,C
677,677,482.000000000000000,1895,6,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,UN
678,678,110273.000000000000000,1904,6,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,UN
679,679,1358152.000000000000000,1904,180,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Agriculture
680,680,5483.000000000000000,1903,120,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,Developed
681,681,89.000000000000000,1903,1,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,A
682,682,649148.000000000000000,1904,120,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,Developed
683,683,235046.000000000000000,1904,2,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,B
684,684,1649604.000000000000000,1890,3,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C
685,685,78487.000000000000000,1906,120,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,Developed
686,686,176018.000000000000000,1900,120,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,Developed
687,687,124697.000000000000000,1895,3,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,C
688,688,110634.000000000000000,1895,2,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,B
689,689,418064.000000000000000,1900,180,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,Agriculture
690,690,128877.000000000000000,1894,4,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,D
